Text,Image,Folio
urn:cts:greekLit:tlg5026.msAim.hmt:16.3000,urn:cite:hmt:vaimg.VA208RN-0379@0.5648,0.5231,0.0408,0.0485,urn:cite:hmt:msA.208r
urn:cts:greekLit:tlg5026.msAim.hmt:16.3001,urn:cite:hmt:vaimg.VA208RN-0379@0.5714,0.5773,0.0467,0.039,urn:cite:hmt:msA.208r
