Text,Image,Folio
urn:cts:greekLit:tlg5026.msAim.hmt:16.B1,"urn:cite:hmt:vaimg.VA206VN-0708@0.451,0.3343,0.068,0.0917",urn:cite:hmt:msA.206V
urn:cts:greekLit:tlg5026.msAim.hmt:16.B2,"urn:cite:hmt:vaimg.VA206VN-0708@0.459,0.5755,0.059,0.0691",urn:cite:hmt:msA.206V
urn:cts:greekLit:tlg5026.msAim.hmt:16.B3,"urn:cite:hmt:vaimg.VA206VN-0708@0.462,0.6867,0.113,0.0361",urn:cite:hmt:msA.206V
